,coordenadas,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,media,predictLMLOG,predictRF,predictRFlog,latitud,longitud
5320,"39,52",0,0,0,0,0,0,1,2,0,2,5,1,2,2,0,2,2,3,0,1,2,1,2,39,52
5321,"39,53",2,0,1,2,0,0,0,0,0,2,2,1,0,1,1,3,3,2,0,1,2,1,2,39,53
5322,"39,54",0,1,8,3,3,0,4,5,3,1,1,5,6,1,0,2,1,1,1,2,2,2,3,39,54
5323,"39,55",0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,1,39,55
5324,"39,56",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,39,56
5325,"39,57",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,39,57
5326,"39,58",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,39,58
5327,"39,59",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,39,59
5328,"39,6",0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,39,6
5329,"39,61",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,39,61
5330,"39,63",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,39,63
5331,"39,64",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,39,64
5332,"39,65",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,39,65
5333,"39,66",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,39,66
5334,"39,67",0,0,0,0,0,0,0,1,2,5,0,3,1,0,0,1,2,0,1,1,2,1,2,39,67
5335,"39,68",0,0,0,0,0,0,0,2,2,3,3,5,0,0,2,0,0,0,1,1,2,1,2,39,68
5336,"39,69",0,0,0,0,0,0,0,1,5,10,11,3,3,1,1,0,0,1,0,2,2,2,3,39,69
5337,"39,70",0,0,0,0,0,0,0,7,10,14,11,8,7,2,0,2,3,2,1,4,2,4,5,39,70
5338,"39,71",0,0,0,0,0,0,6,7,18,9,15,12,3,4,4,4,1,4,5,5,3,5,6,39,71
5339,"39,72",0,0,0,0,0,0,1,10,19,15,24,8,3,8,5,2,4,5,6,6,3,7,7,39,72
5340,"39,73",0,0,0,0,0,0,1,7,7,9,86,30,15,7,6,12,9,10,100,16,4,15,16,39,73
5341,"39,74",0,0,0,0,0,0,0,1,5,12,59,12,8,5,12,7,1,3,30,8,3,8,9,39,74
5342,"39,75",0,0,0,0,0,0,1,4,4,3,11,3,2,5,5,6,1,7,5,3,2,3,4,39,75
5343,"39,76",0,0,0,0,0,0,0,2,2,4,9,2,1,3,3,1,2,3,0,2,2,2,3,39,76
5344,"39,77",0,0,0,0,0,0,0,1,3,3,1,2,1,1,4,4,0,2,1,1,2,1,2,39,77
5345,"39,78",0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,1,0,2,1,2,1,2,39,78
5346,"39,79",0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,39,79
5347,"39,8",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,39,8
5348,"39,80",0,0,0,0,0,0,0,1,1,1,3,2,0,0,0,0,0,0,0,0,2,0,1,39,80
5349,"39,81",0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,0,0,0,2,0,1,39,81
5350,"39,82",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,39,82
5351,"39,83",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,39,83
5352,"39,84",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,39,84
5353,"39,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,39,88
5354,"39,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,39,89
5355,"39,9",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,39,9
5356,"39,90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,39,90
5357,"39,91",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,39,91
5358,"39,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,39,93
5359,"39,94",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,39,94
5360,"39,95",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,39,95
5361,"39,97",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,39,97
5362,"4,-12",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,-12
5363,"4,-32",0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,4,0,18,1,2,1,2,4,-32
5364,"4,-52",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,-52
5365,"4,-71",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,4,-71
5366,"4,-72",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,-72
5367,"4,-73",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,5,1,2,1,2,4,-73
5368,"4,-74",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,1,2,1,2,4,-74
5369,"4,-75",0,0,0,0,0,0,0,1,0,0,2,0,3,1,1,0,1,4,32,2,3,2,3,4,-75
5370,"4,-76",0,0,0,0,0,0,0,1,0,0,1,3,2,3,1,3,2,26,49,5,3,5,5,4,-76
5371,"4,-77",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,1,4,-77
5372,"4,-78",0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,3,0,2,0,1,4,-78
5373,"4,-82",0,0,0,0,0,0,0,3,1,3,1,4,3,5,2,4,1,1,1,2,2,2,3,4,-82
5374,"4,-83",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,-83
5375,"4,-85",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,-85
5376,"4,-96",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,4,-96
5377,"4,118",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,4,118
5378,"4,119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,119
5379,"4,120",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,4,120
5380,"4,122",0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,1,1,1,1,2,1,2,4,122
5381,"4,123",0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,5,3,2,2,1,2,1,2,4,123
5382,"4,124",0,0,0,0,0,0,0,0,2,2,2,1,2,0,3,0,2,3,2,1,2,1,2,4,124
5383,"4,125",0,0,0,0,0,0,1,1,5,2,2,5,1,3,11,3,4,7,6,3,2,3,4,4,125
5384,"4,126",0,0,0,0,0,0,0,4,5,8,9,60,9,9,15,15,13,15,22,10,3,10,10,4,126
5385,"4,127",0,0,0,0,0,0,0,1,1,4,10,22,5,4,8,6,5,3,9,4,2,4,5,4,127
5386,"4,128",0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,6,1,0,1,1,2,1,2,4,128
5387,"4,129",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,129
5388,"4,130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,4,130
5389,"4,132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,132
5390,"4,140",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,140
5391,"4,148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,4,148
5392,"4,17",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,17
5393,"4,35",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,4,35
5394,"4,36",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,4,36
5395,"4,62",0,1,0,0,6,1,0,1,0,0,1,0,0,2,0,0,10,1,1,1,2,1,2,4,62
5396,"4,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,4,63
5397,"4,64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,64
5398,"4,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,4,67
5399,"4,68",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,4,68
5400,"4,79",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,4,79
5401,"4,8",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,8
5402,"4,86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,4,86
5403,"4,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,4,87
5404,"4,90",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,4,90
5405,"4,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,4,91
5406,"4,92",0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,0,2,1,2,1,2,4,92
5407,"4,93",0,0,0,0,0,0,5,5,2,0,1,0,1,1,2,0,0,0,0,1,2,1,2,4,93
5408,"4,94",0,0,0,0,0,0,9,13,6,2,2,1,0,2,5,2,2,0,4,3,2,3,3,4,94
5409,"4,95",0,0,0,0,0,0,1,18,7,1,7,3,5,6,3,8,5,6,5,4,2,4,5,4,95
5410,"4,96",0,0,0,0,0,0,0,9,5,3,4,4,1,4,8,8,5,8,2,3,2,3,4,4,96
5411,"4,97",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,1,4,97
5412,"40,-0",0,1,1,1,3,0,3,1,1,200,88,110,78,86,1,1,0,0,0,30,4,30,29,40,-0
5413,"40,-1",4,2,1,0,1,1,2,3,6,41,33,20,10,12,0,2,1,1,1,7,3,7,8,40,-1
5414,"40,-10",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,40,-10
5415,"40,-104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,1,40,-104
5416,"40,-106",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,40,-106
5417,"40,-107",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,40,-107
5418,"40,-108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,40,-108
5419,"40,-109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,40,-109
5420,"40,-110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,40,-110
5421,"40,-111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,2,1,2,40,-111
5422,"40,-112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,40,-112
5423,"40,-113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,40,-113
5424,"40,-114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,40,-114
5425,"40,-115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,40,-115
5426,"40,-116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,20,1,2,1,2,40,-116
5427,"40,-117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,2,0,1,40,-117
5428,"40,-118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,1,2,40,-118
5429,"40,-119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,49,3,3,3,4,40,-119
5430,"40,-12",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,40,-12
5431,"40,-120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,1,2,1,2,40,-120
5432,"40,-121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,34,44,8,3,9,9,40,-121
5433,"40,-122",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,16,9,2,2,2,3,40,-122
5434,"40,-123",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,15,18,39,4,3,4,5,40,-123
5435,"40,-124",0,0,0,0,0,0,0,1,1,1,2,0,5,0,5,15,123,131,120,21,3,22,23,40,-124
5436,"40,-125",0,0,0,0,0,0,0,1,1,2,0,1,0,2,4,2,87,44,21,9,2,11,9,40,-125
5437,"40,-126",0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,1,5,7,19,2,2,2,3,40,-126
5438,"40,-127",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,12,1,2,1,2,40,-127
5439,"40,-13",0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,2,0,1,40,-13
5440,"40,-14",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,40,-14
5441,"40,-15",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,40,-15
5442,"40,-16",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,40,-16
5443,"40,-2",0,1,2,10,0,3,0,1,1,33,7,21,19,11,0,0,0,0,0,6,3,6,7,40,-2
5444,"40,-28",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,40,-28
5445,"40,-29",0,0,3,2,1,2,4,10,9,30,19,10,12,9,0,8,7,3,9,7,3,7,9,40,-29
5446,"40,-3",0,2,0,0,2,0,0,0,4,284,81,167,202,125,4,2,0,1,0,46,5,45,46,40,-3
5447,"40,-30",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,40,-30
5448,"40,-4",0,0,0,0,0,0,0,0,0,42,15,54,37,25,0,0,0,0,0,9,2,9,10,40,-4
5449,"40,-5",0,0,0,0,0,1,0,0,1,11,6,13,5,4,0,1,0,1,0,2,2,2,3,40,-5
5450,"40,-6",0,0,0,1,0,0,0,0,0,15,2,5,8,14,1,2,1,1,0,3,2,3,4,40,-6
5451,"40,-7",4,0,0,1,0,0,1,0,1,7,12,34,67,35,0,1,0,0,1,9,2,9,10,40,-7
5452,"40,-73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,40,-73
5453,"40,-74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,40,-74
5454,"40,-75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,40,-75
5455,"40,-8",1,0,0,0,1,0,0,1,1,1,2,10,6,7,2,1,1,3,4,2,2,2,3,40,-8
5456,"40,-84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,40,-84
5457,"40,-9",0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,2,0,1,40,-9
5458,"40,0",0,0,1,2,1,1,1,1,4,156,79,102,68,49,1,36,2,2,0,27,4,27,28,40,0
5459,"40,1",0,0,2,0,1,1,1,0,0,11,8,6,5,1,0,0,2,2,1,2,2,2,3,40,1
5460,"40,10",0,0,3,2,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,1,2,1,2,40,10
5461,"40,106",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,40,106
5462,"40,11",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,40,11
5463,"40,113",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,40,113
5464,"40,115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,40,115
5465,"40,119",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,40,119
5466,"40,12",0,0,0,0,0,0,1,1,4,4,1,3,5,2,1,0,1,0,0,1,2,1,2,40,12
5467,"40,122",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,40,122
5468,"40,13",1,2,0,0,0,0,0,1,1,1,6,1,6,3,1,1,0,2,1,1,2,1,2,40,13
5469,"40,135",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,40,135
5470,"40,139",0,0,0,0,0,0,0,1,0,1,1,1,2,1,1,0,0,0,0,0,2,0,1,40,139
5471,"40,14",0,2,0,0,0,1,1,10,2,4,11,8,8,5,1,3,1,3,1,3,2,3,4,40,14
5472,"40,140",0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,40,140
5473,"40,141",0,0,0,0,0,0,0,1,2,4,1,2,1,9,2,2,4,2,5,2,2,2,3,40,141
5474,"40,142",0,0,0,0,0,0,0,3,5,2,5,5,2,42,14,10,4,11,7,6,2,6,7,40,142
5475,"40,143",0,0,0,0,0,0,0,1,3,3,2,3,2,36,5,5,6,8,7,4,2,4,5,40,143
5476,"40,144",0,0,0,0,0,0,0,0,0,2,0,1,0,1,11,0,0,0,5,1,2,1,2,40,144
5477,"40,145",0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,1,0,0,1,2,1,2,40,145
5478,"40,15",11,8,5,2,4,2,30,36,35,277,217,237,311,259,33,64,40,20,18,85,8,88,91,40,15
5479,"40,16",4,10,0,0,1,0,6,7,12,71,43,51,73,88,5,13,14,12,2,22,3,24,23,40,16
5480,"40,167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,40,167
5481,"40,17",0,0,0,0,1,0,1,1,3,5,11,8,7,14,4,0,0,1,0,3,2,3,4,40,17
5482,"40,18",0,0,0,0,0,0,0,0,1,2,1,1,7,5,0,0,0,0,0,1,2,1,2,40,18
5483,"40,19",7,15,15,13,17,24,30,32,104,20,44,101,107,64,69,83,50,51,130,51,9,53,50,40,19
5484,"40,2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,40,2
5485,"40,20",11,23,7,23,32,13,41,31,32,62,60,88,154,159,60,52,41,65,62,53,6,57,60,40,20
5486,"40,21",22,36,13,15,9,18,27,30,27,156,168,201,386,428,85,154,67,232,52,112,10,114,117,40,21
5487,"40,22",6,27,10,3,2,3,15,29,40,196,92,69,92,113,24,65,29,73,50,49,8,49,49,40,22
5488,"40,23",8,38,6,17,6,9,27,62,54,279,248,214,343,213,46,44,40,33,44,91,12,94,98,40,23
5489,"40,24",6,12,6,6,5,4,15,24,11,76,90,74,98,146,158,35,118,20,34,49,4,49,52,40,24
5490,"40,25",15,59,20,25,18,62,59,40,77,57,143,148,160,240,88,173,349,67,26,96,7,98,102,40,25
5491,"40,26",4,30,9,7,5,45,44,11,9,30,114,67,139,108,82,110,193,98,26,60,4,63,65,40,26
5492,"40,27",31,89,40,51,51,48,52,127,100,135,186,341,270,386,212,234,84,156,145,144,45,166,159,40,27
5493,"40,28",48,43,28,25,23,29,22,65,115,106,91,154,159,176,85,112,39,113,177,85,20,82,91,40,28
5494,"40,29",87,386,62,22,23,41,40,110,107,97,242,206,289,266,161,156,44,60,122,133,94,133,132,40,29
5495,"40,3",0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,1,40,3
5496,"40,30",15,457,94,43,24,47,35,64,33,35,81,154,95,106,108,115,15,33,71,86,55,76,75,40,30
5497,"40,31",3,491,73,37,16,11,27,48,19,43,74,60,113,110,92,116,26,87,145,84,83,78,74,40,31
5498,"40,32",5,12,40,16,21,34,37,42,36,44,46,45,43,70,19,32,13,37,33,33,4,37,35,40,32
5499,"40,33",1,41,55,40,17,29,34,36,66,38,67,60,76,77,35,35,16,26,96,44,7,46,45,40,33
5500,"40,34",0,4,4,4,11,15,18,51,34,43,184,57,132,128,47,62,19,27,39,46,5,45,54,40,34
5501,"40,35",7,9,3,13,9,13,18,23,35,66,54,89,116,143,55,50,26,36,40,42,5,44,47,40,35
5502,"40,36",2,4,0,9,4,3,6,9,21,27,38,52,64,67,42,60,18,56,25,27,4,28,29,40,36
5503,"40,37",0,2,0,1,2,6,6,25,5,14,18,24,53,129,39,25,6,11,21,20,3,20,20,40,37
5504,"40,38",0,1,0,2,0,2,9,13,8,24,27,36,52,66,26,24,7,11,16,17,3,18,19,40,38
5505,"40,39",1,3,2,1,1,2,19,27,10,51,50,34,28,32,38,10,7,9,28,19,3,19,21,40,39
5506,"40,4",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,40,4
5507,"40,40",0,1,1,0,0,1,23,17,6,50,52,48,51,28,28,30,6,16,17,20,3,21,21,40,40
5508,"40,41",0,0,1,0,0,1,18,13,6,11,22,32,70,93,19,76,16,27,37,23,3,24,22,40,41
5509,"40,42",3,10,6,2,3,2,16,15,7,55,110,96,96,75,28,40,24,54,39,36,4,37,37,40,42
5510,"40,43",0,0,0,1,1,0,2,1,4,5,13,20,27,16,14,20,7,4,10,8,3,8,9,40,43
5511,"40,44",0,0,0,0,0,0,0,2,5,11,12,5,7,19,3,4,4,3,3,4,2,4,5,40,44
5512,"40,45",0,0,1,0,1,0,0,1,3,6,3,5,5,6,1,0,1,4,0,2,2,2,3,40,45
5513,"40,46",0,0,0,1,0,0,0,0,1,17,3,6,3,2,4,3,3,7,3,3,2,3,4,40,46
5514,"40,47",0,1,1,1,0,0,0,1,2,19,1,10,4,4,1,6,6,5,4,3,2,3,4,40,47
5515,"40,48",1,0,1,2,2,0,2,2,3,112,15,12,4,12,14,11,8,11,6,11,3,10,11,40,48
5516,"40,49",3,0,10,3,4,1,0,1,1,5,6,1,2,10,3,1,1,2,3,3,2,3,4,40,49
5517,"40,5",0,0,0,0,1,1,1,1,1,0,1,2,3,0,0,0,0,0,0,1,2,1,2,40,5
5518,"40,50",0,3,18,2,4,2,0,0,1,5,5,5,4,3,4,3,4,0,0,3,2,3,4,40,50
5519,"40,51",0,0,4,1,0,2,1,2,2,4,4,3,2,5,2,13,11,16,22,5,3,5,6,40,51
5520,"40,52",1,2,1,0,2,3,2,0,5,5,4,4,4,10,1,1,5,13,6,4,2,4,5,40,52
5521,"40,53",1,0,0,1,0,0,2,2,4,6,4,1,2,1,1,1,1,0,2,2,2,2,3,40,53
5522,"40,54",0,0,1,0,0,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,2,0,1,40,54
5523,"40,55",0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,2,0,1,40,55
5524,"40,56",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,40,56
5525,"40,57",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,40,57
5526,"40,58",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,40,58
5527,"40,6",0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,40,6
5528,"40,60",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,40,60
5529,"40,61",0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,1,40,61
5530,"40,62",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,40,62
5531,"40,63",1,2,0,2,3,4,3,3,5,3,1,2,1,3,3,0,1,2,1,2,2,2,3,40,63
5532,"40,64",1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,0,2,0,1,40,64
5533,"40,65",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,40,65
5534,"40,66",0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,2,0,1,40,66
5535,"40,67",0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,1,0,2,1,2,1,2,40,67
5536,"40,68",0,0,0,0,0,0,0,1,3,2,3,0,0,0,0,0,0,1,0,1,2,1,2,40,68
5537,"40,69",0,0,0,0,0,0,0,6,2,2,9,6,1,2,0,2,0,2,1,2,2,2,3,40,69
5538,"40,7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,40,7
5539,"40,70",0,0,0,0,0,0,0,2,3,17,3,2,3,1,0,1,0,0,1,2,2,2,3,40,70
5540,"40,71",0,0,0,0,0,0,2,2,3,4,4,7,3,5,1,1,2,0,1,2,2,2,3,40,71
5541,"40,72",0,0,0,0,0,0,0,5,4,9,14,11,4,2,3,2,2,2,2,3,2,3,4,40,72
5542,"40,73",0,0,0,0,0,0,0,6,5,6,27,14,2,5,3,4,1,9,4,5,2,4,6,40,73
5543,"40,74",0,0,0,0,0,0,0,6,2,9,22,11,10,0,4,3,1,3,1,4,2,4,5,40,74
5544,"40,75",0,0,0,0,0,0,0,1,1,2,15,2,1,1,2,0,0,2,1,1,2,1,2,40,75
5545,"40,76",0,0,0,0,0,0,1,0,7,3,2,4,2,1,0,4,1,1,1,1,2,1,2,40,76
5546,"40,77",0,0,0,0,0,0,3,2,3,5,6,11,3,5,8,12,10,11,6,4,2,4,6,40,77
5547,"40,78",0,0,0,0,0,0,0,0,1,2,1,3,6,0,4,4,1,5,8,2,2,2,3,40,78
5548,"40,79",0,0,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,2,2,1,2,1,2,40,79
5549,"40,80",0,0,0,0,0,0,0,0,2,2,4,1,0,0,0,0,1,0,0,1,2,1,2,40,80
5550,"40,81",0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,2,0,1,40,81
5551,"40,82",0,0,0,0,0,0,0,3,0,2,0,3,1,0,0,0,0,0,0,0,2,0,1,40,82
5552,"40,83",0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,2,0,1,40,83
5553,"40,84",0,0,0,0,0,0,0,1,4,0,2,1,0,0,0,0,0,0,0,0,2,0,1,40,84
5554,"40,85",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,40,85
5555,"40,86",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,40,86
5556,"40,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,40,87
