;Coordenadas;RECENCIA;FRECUENCIA;MAGNITUD
61535;80,155;0;0;0
61536;80,156;0;0;0
61537;80,157;0;0;0
61538;80,158;0;0;0
61539;80,159;0;0;0
61540;80,160;0;0;0
61541;80,161;0;0;0
61542;80,162;0;0;0
61543;80,163;0;0;0
61544;80,164;0;0;0
61545;80,165;0;0;0
61546;80,166;0;0;0
61547;80,167;0;0;0
61548;80,168;0;0;0
61549;80,169;0;0;0
61550;80,170;0;0;0
61551;80,171;0;0;0
61552;80,172;0;0;0
61553;80,173;0;0;0
61554;80,174;0;0;0
61555;80,175;0;0;0
61556;80,176;0;0;0
61557;80,177;0;0;0
61558;80,178;0;0;0
61559;80,179;0;0;0
61560;81,-179;0;0;0
61561;81,-178;0;0;0
61562;81,-177;0;0;0
61563;81,-176;0;0;0
61564;81,-175;0;0;0
61565;81,-174;0;0;0
61566;81,-173;0;0;0
61567;81,-172;0;0;0
61568;81,-171;0;0;0
61569;81,-170;0;0;0
61570;81,-169;0;0;0
61571;81,-168;0;0;0
61572;81,-167;0;0;0
61573;81,-166;0;0;0
61574;81,-165;0;0;0
61575;81,-164;0;0;0
61576;81,-163;0;0;0
61577;81,-162;0;0;0
61578;81,-161;0;0;0
61579;81,-160;0;0;0
61580;81,-159;0;0;0
61581;81,-158;0;0;0
61582;81,-157;0;0;0
61583;81,-156;0;0;0
61584;81,-155;0;0;0
61585;81,-154;0;0;0
61586;81,-153;0;0;0
61587;81,-152;0;0;0
61588;81,-151;0;0;0
61589;81,-150;0;0;0
61590;81,-149;0;0;0
61591;81,-148;0;0;0
61592;81,-147;0;0;0
61593;81,-146;0;0;0
61594;81,-145;0;0;0
61595;81,-144;0;0;0
61596;81,-143;0;0;0
61597;81,-142;0;0;0
61598;81,-141;0;0;0
61599;81,-140;0;0;0
61600;81,-139;0;0;0
61601;81,-138;0;0;0
61602;81,-137;0;0;0
61603;81,-136;0;0;0
61604;81,-135;0;0;0
61605;81,-134;0;0;0
61606;81,-133;0;0;0
61607;81,-132;0;0;0
61608;81,-131;0;0;0
61609;81,-130;0;0;0
61610;81,-129;0;0;0
61611;81,-128;0;0;0
61612;81,-127;0;0;0
61613;81,-126;0;0;0
61614;81,-125;0;0;0
61615;81,-124;0;0;0
61616;81,-123;0;0;0
61617;81,-122;0;0;0
61618;81,-121;0;0;0
61619;81,-120;0;0;0
61620;81,-119;0;0;0
61621;81,-118;0;0;0
61622;81,-117;0;0;0
61623;81,-116;0;0;0
61624;81,-115;0;0;0
61625;81,-114;0;0;0
61626;81,-113;0;0;0
61627;81,-112;0;0;0
61628;81,-111;0;0;0
61629;81,-110;0;0;0
61630;81,-109;0;0;0
61631;81,-108;0;0;0
61632;81,-107;0;0;0
61633;81,-106;0;0;0
61634;81,-105;0;0;0
61635;81,-104;0;0;0
61636;81,-103;0;0;0
61637;81,-102;0;0;0
61638;81,-101;0;0;0
61639;81,-100;0;0;0
61640;81,-99;0;0;0
61641;81,-98;0;0;0
61642;81,-97;0;0;0
61643;81,-96;0;0;0
61644;81,-95;0;0;0
61645;81,-94;0;0;0
61646;81,-93;0;0;0
61647;81,-92;0;0;0
61648;81,-91;0;0;0
61649;81,-90;0;0;0
61650;81,-89;0;0;0
61651;81,-88;0;0;0
61652;81,-87;0;0;0
61653;81,-86;0;0;0
61654;81,-85;0;0;0
61655;81,-84;0;0;0
61656;81,-83;0;0;0
61657;81,-82;0;0;0
61658;81,-81;0;0;0
61659;81,-80;0;0;0
61660;81,-79;0;0;0
61661;81,-78;0;0;0
61662;81,-77;0;0;0
61663;81,-76;0;0;0
61664;81,-75;0;0;0
61665;81,-74;0;0;0
61666;81,-73;0;0;0
61667;81,-72;0;0;0
61668;81,-71;0;0;0
61669;81,-70;0;0;0
61670;81,-69;0;0;0
61671;81,-68;0;0;0
61672;81,-67;0;0;0
61673;81,-66;0;0;0
61674;81,-65;0;0;0
61675;81,-64;0;0;0
61676;81,-63;0;0;0
61677;81,-62;0;0;0
61678;81,-61;0;0;0
61679;81,-60;0;0;0
61680;81,-59;0;0;0
61681;81,-58;0;0;0
61682;81,-57;0;0;0
61683;81,-56;0;0;0
61684;81,-55;0;0;0
61685;81,-54;0;0;0
61686;81,-53;0;0;0
61687;81,-52;0;0;0
61688;81,-51;0;0;0
61689;81,-50;0;0;0
61690;81,-49;0;0;0
61691;81,-48;0;0;0
61692;81,-47;0;0;0
61693;81,-46;0;0;0
61694;81,-45;0;0;0
61695;81,-44;0;0;0
61696;81,-43;0;0;0
61697;81,-42;0;0;0
61698;81,-41;0;0;0
61699;81,-40;0;0;0
61700;81,-39;0;0;0
61701;81,-38;0;0;0
61702;81,-37;0;0;0
61703;81,-36;0;0;0
61704;81,-35;0;0;0
61705;81,-34;0;0;0
61706;81,-33;0;0;0
61707;81,-32;0;0;0
61708;81,-31;0;0;0
61709;81,-30;0;0;0
61710;81,-29;0;0;0
61711;81,-28;0;0;0
61712;81,-27;0;0;0
61713;81,-26;0;0;0
61714;81,-25;0;0;0
61715;81,-24;0;0;0
61716;81,-23;0;0;0
61717;81,-22;0;0;0
61718;81,-21;0;0;0
61719;81,-20;0;0;0
61720;81,-19;0;0;0
61721;81,-18;0;0;0
61722;81,-17;0;0;0
61723;81,-16;0;0;0
61724;81,-15;0;0;0
61725;81,-14;0;0;0
61726;81,-13;0;0;0
61727;81,-12;0;0;0
61728;81,-11;0;0;0
61729;81,-10;0;0;0
61730;81,-9;0;0;0
61731;81,-8;0;0;0
61732;81,-7;0;0;0
61733;81,-6;0;0;0
61734;81,-5;0;0;0
61735;81,-4;0;0;0
61736;81,-3;0;0;0
61737;81,-2;0;0;0
61738;81,-1;0;0;0
61739;81,-0;0;0;0
61740;81,0;0;0;0
61741;81,1;0;0;0
61742;81,2;0;0;0
61743;81,3;0;0;0
61744;81,4;0;0;0
61745;81,5;0;0;0
61746;81,6;0;0;0
61747;81,7;0;0;0
61748;81,8;0;0;0
61749;81,9;0;0;0
61750;81,10;0;0;0
61751;81,11;0;0;0
61752;81,12;0;0;0
61753;81,13;0;0;0
61754;81,14;0;0;0
61755;81,15;0;0;0
61756;81,16;0;0;0
61757;81,17;0;0;0
61758;81,18;0;0;0
61759;81,19;0;0;0
61760;81,20;0;0;0
61761;81,21;0;0;0
61762;81,22;0;0;0
61763;81,23;0;0;0
61764;81,24;0;0;0
61765;81,25;0;0;0
61766;81,26;0;0;0
61767;81,27;0;0;0
61768;81,28;0;0;0
61769;81,29;0;0;0
61770;81,30;0;0;0
61771;81,31;0;0;0
61772;81,32;0;0;0
61773;81,33;0;0;0
61774;81,34;0;0;0
61775;81,35;0;0;0
61776;81,36;0;0;0
61777;81,37;0;0;0
61778;81,38;0;0;0
61779;81,39;0;0;0
61780;81,40;0;0;0
61781;81,41;0;0;0
61782;81,42;0;0;0
61783;81,43;0;0;0
61784;81,44;0;0;0
61785;81,45;0;0;0
61786;81,46;0;0;0
61787;81,47;0;0;0
61788;81,48;0;0;0
61789;81,49;0;0;0
61790;81,50;0;0;0
61791;81,51;0;0;0
61792;81,52;0;0;0
61793;81,53;0;0;0
61794;81,54;0;0;0
61795;81,55;0;0;0
61796;81,56;0;0;0
61797;81,57;0;0;0
61798;81,58;0;0;0
61799;81,59;0;0;0
61800;81,60;0;0;0
61801;81,61;0;0;0
61802;81,62;0;0;0
61803;81,63;0;0;0
61804;81,64;0;0;0
61805;81,65;0;0;0
61806;81,66;0;0;0
61807;81,67;0;0;0
61808;81,68;0;0;0
61809;81,69;0;0;0
61810;81,70;0;0;0
61811;81,71;0;0;0
61812;81,72;0;0;0
61813;81,73;0;0;0
61814;81,74;0;0;0
61815;81,75;0;0;0
61816;81,76;0;0;0
61817;81,77;0;0;0
61818;81,78;0;0;0
61819;81,79;0;0;0
61820;81,80;0;0;0
61821;81,81;0;0;0
61822;81,82;0;0;0
61823;81,83;0;0;0
61824;81,84;0;0;0
61825;81,85;0;0;0
61826;81,86;0;0;0
61827;81,87;0;0;0
61828;81,88;0;0;0
61829;81,89;0;0;0
61830;81,90;0;0;0
61831;81,91;0;0;0
61832;81,92;0;0;0
61833;81,93;0;0;0
61834;81,94;0;0;0
61835;81,95;0;0;0
61836;81,96;0;0;0
61837;81,97;0;0;0
61838;81,98;0;0;0
61839;81,99;0;0;0
61840;81,100;0;0;0
61841;81,101;0;0;0
61842;81,102;0;0;0
61843;81,103;0;0;0
61844;81,104;0;0;0
61845;81,105;0;0;0
61846;81,106;0;0;0
61847;81,107;0;0;0
61848;81,108;0;0;0
61849;81,109;0;0;0
61850;81,110;0;0;0
61851;81,111;0;0;0
61852;81,112;0;0;0
61853;81,113;0;0;0
61854;81,114;0;0;0
61855;81,115;0;0;0
61856;81,116;0;0;0
61857;81,117;0;0;0
61858;81,118;0;0;0
61859;81,119;0;0;0
61860;81,120;0;0;0
61861;81,121;0;0;0
61862;81,122;0;0;0
61863;81,123;0;0;0
61864;81,124;0;0;0
61865;81,125;0;0;0
61866;81,126;0;0;0
61867;81,127;0;0;0
61868;81,128;0;0;0
61869;81,129;0;0;0
61870;81,130;0;0;0
61871;81,131;0;0;0
61872;81,132;0;0;0
61873;81,133;0;0;0
61874;81,134;0;0;0
61875;81,135;0;0;0
61876;81,136;0;0;0
61877;81,137;0;0;0
61878;81,138;0;0;0
61879;81,139;0;0;0
61880;81,140;0;0;0
61881;81,141;0;0;0
61882;81,142;0;0;0
61883;81,143;0;0;0
61884;81,144;0;0;0
61885;81,145;0;0;0
61886;81,146;0;0;0
61887;81,147;0;0;0
61888;81,148;0;0;0
61889;81,149;0;0;0
61890;81,150;0;0;0
61891;81,151;0;0;0
61892;81,152;0;0;0
61893;81,153;0;0;0
61894;81,154;0;0;0
61895;81,155;0;0;0
61896;81,156;0;0;0
61897;81,157;0;0;0
61898;81,158;0;0;0
61899;81,159;0;0;0
61900;81,160;0;0;0
61901;81,161;0;0;0
61902;81,162;0;0;0
61903;81,163;0;0;0
61904;81,164;0;0;0
61905;81,165;0;0;0
61906;81,166;0;0;0
61907;81,167;0;0;0
61908;81,168;0;0;0
61909;81,169;0;0;0
61910;81,170;0;0;0
61911;81,171;0;0;0
61912;81,172;0;0;0
61913;81,173;0;0;0
61914;81,174;0;0;0
61915;81,175;0;0;0
61916;81,176;0;0;0
61917;81,177;0;0;0
61918;81,178;0;0;0
61919;81,179;0;0;0
61920;82,-179;0;0;0
61921;82,-178;0;0;0
61922;82,-177;0;0;0
61923;82,-176;0;0;0
61924;82,-175;0;0;0
61925;82,-174;0;0;0
61926;82,-173;0;0;0
61927;82,-172;0;0;0
61928;82,-171;0;0;0
61929;82,-170;0;0;0
61930;82,-169;0;0;0
61931;82,-168;0;0;0
61932;82,-167;0;0;0
61933;82,-166;0;0;0
61934;82,-165;0;0;0
61935;82,-164;0;0;0
61936;82,-163;0;0;0
61937;82,-162;0;0;0
61938;82,-161;0;0;0
61939;82,-160;0;0;0
61940;82,-159;0;0;0
61941;82,-158;0;0;0
61942;82,-157;0;0;0
61943;82,-156;0;0;0
61944;82,-155;0;0;0
61945;82,-154;0;0;0
61946;82,-153;0;0;0
61947;82,-152;0;0;0
61948;82,-151;0;0;0
61949;82,-150;0;0;0
61950;82,-149;0;0;0
61951;82,-148;0;0;0
61952;82,-147;0;0;0
61953;82,-146;0;0;0
61954;82,-145;0;0;0
61955;82,-144;0;0;0
61956;82,-143;0;0;0
61957;82,-142;0;0;0
61958;82,-141;0;0;0
61959;82,-140;0;0;0
61960;82,-139;0;0;0
61961;82,-138;0;0;0
61962;82,-137;0;0;0
61963;82,-136;0;0;0
61964;82,-135;0;0;0
61965;82,-134;0;0;0
61966;82,-133;0;0;0
61967;82,-132;0;0;0
61968;82,-131;0;0;0
61969;82,-130;0;0;0
61970;82,-129;0;0;0
61971;82,-128;0;0;0
61972;82,-127;0;0;0
61973;82,-126;0;0;0
61974;82,-125;0;0;0
61975;82,-124;0;0;0
61976;82,-123;0;0;0
61977;82,-122;0;0;0
61978;82,-121;0;0;0
61979;82,-120;0;0;0
61980;82,-119;0;0;0
61981;82,-118;0;0;0
61982;82,-117;0;0;0
61983;82,-116;0;0;0
61984;82,-115;0;0;0
61985;82,-114;0;0;0
61986;82,-113;0;0;0
61987;82,-112;0;0;0
61988;82,-111;0;0;0
61989;82,-110;0;0;0
61990;82,-109;0;0;0
61991;82,-108;0;0;0
61992;82,-107;0;0;0
61993;82,-106;0;0;0
61994;82,-105;0;0;0
61995;82,-104;0;0;0
61996;82,-103;0;0;0
61997;82,-102;0;0;0
61998;82,-101;0;0;0
61999;82,-100;0;0;0
62000;82,-99;0;0;0
62001;82,-98;0;0;0
62002;82,-97;0;0;0
62003;82,-96;0;0;0
62004;82,-95;0;0;0
62005;82,-94;0;0;0
62006;82,-93;0;0;0
62007;82,-92;0;0;0
62008;82,-91;0;0;0
62009;82,-90;0;0;0
62010;82,-89;0;0;0
62011;82,-88;0;0;0
62012;82,-87;0;0;0
62013;82,-86;0;0;0
62014;82,-85;0;0;0
62015;82,-84;0;0;0
62016;82,-83;0;0;0
62017;82,-82;0;0;0
62018;82,-81;0;0;0
62019;82,-80;0;0;0
62020;82,-79;0;0;0
62021;82,-78;0;0;0
62022;82,-77;0;0;0
62023;82,-76;0;0;0
62024;82,-75;0;0;0
62025;82,-74;0;0;0
62026;82,-73;0;0;0
62027;82,-72;0;0;0
62028;82,-71;0;0;0
62029;82,-70;0;0;0
62030;82,-69;0;0;0
62031;82,-68;0;0;0
62032;82,-67;0;0;0
62033;82,-66;0;0;0
62034;82,-65;0;0;0
62035;82,-64;0;0;0
62036;82,-63;0;0;0
62037;82,-62;0;0;0
62038;82,-61;0;0;0
62039;82,-60;0;0;0
62040;82,-59;0;0;0
62041;82,-58;0;0;0
62042;82,-57;0;0;0
62043;82,-56;0;0;0
62044;82,-55;0;0;0
62045;82,-54;0;0;0
62046;82,-53;0;0;0
62047;82,-52;0;0;0
62048;82,-51;0;0;0
62049;82,-50;0;0;0
62050;82,-49;0;0;0
62051;82,-48;0;0;0
62052;82,-47;0;0;0
62053;82,-46;0;0;0
62054;82,-45;0;0;0
62055;82,-44;0;0;0
62056;82,-43;0;0;0
62057;82,-42;0;0;0
62058;82,-41;0;0;0
62059;82,-40;0;0;0
62060;82,-39;0;0;0
62061;82,-38;0;0;0
62062;82,-37;0;0;0
62063;82,-36;0;0;0
62064;82,-35;0;0;0
62065;82,-34;0;0;0
62066;82,-33;0;0;0
62067;82,-32;0;0;0
62068;82,-31;0;0;0
62069;82,-30;0;0;0
62070;82,-29;0;0;0
62071;82,-28;0;0;0
62072;82,-27;0;0;0
62073;82,-26;0;0;0
62074;82,-25;0;0;0
62075;82,-24;0;0;0
62076;82,-23;0;0;0
62077;82,-22;0;0;0
62078;82,-21;0;0;0
62079;82,-20;0;0;0
62080;82,-19;0;0;0
62081;82,-18;0;0;0
62082;82,-17;0;0;0
62083;82,-16;0;0;0
62084;82,-15;0;0;0
62085;82,-14;0;0;0
62086;82,-13;0;0;0
62087;82,-12;0;0;0
62088;82,-11;0;0;0
62089;82,-10;0;0;0
62090;82,-9;0;0;0
62091;82,-8;0;0;0
62092;82,-7;0;0;0
62093;82,-6;0;0;0
62094;82,-5;0;0;0
62095;82,-4;0;0;0
62096;82,-3;0;0;0
62097;82,-2;0;0;0
62098;82,-1;0;0;0
62099;82,-0;0;0;0
62100;82,0;0;0;0
62101;82,1;0;0;0
62102;82,2;0;0;0
62103;82,3;0;0;0
62104;82,4;0;0;0
62105;82,5;0;0;0
62106;82,6;0;0;0
62107;82,7;0;0;0
62108;82,8;0;0;0
62109;82,9;0;0;0
62110;82,10;0;0;0
62111;82,11;0;0;0
62112;82,12;0;0;0
62113;82,13;0;0;0
62114;82,14;0;0;0
62115;82,15;0;0;0
62116;82,16;0;0;0
62117;82,17;0;0;0
62118;82,18;0;0;0
62119;82,19;0;0;0
62120;82,20;0;0;0
62121;82,21;0;0;0
62122;82,22;0;0;0
62123;82,23;0;0;0
62124;82,24;0;0;0
62125;82,25;0;0;0
62126;82,26;0;0;0
62127;82,27;0;0;0
62128;82,28;0;0;0
62129;82,29;0;0;0
62130;82,30;0;0;0
62131;82,31;0;0;0
62132;82,32;0;0;0
62133;82,33;0;0;0
62134;82,34;0;0;0
62135;82,35;0;0;0
62136;82,36;0;0;0
62137;82,37;0;0;0
62138;82,38;0;0;0
62139;82,39;0;0;0
62140;82,40;0;0;0
62141;82,41;0;0;0
62142;82,42;0;0;0
62143;82,43;0;0;0
62144;82,44;0;0;0
62145;82,45;0;0;0
62146;82,46;0;0;0
62147;82,47;0;0;0
62148;82,48;0;0;0
62149;82,49;0;0;0
62150;82,50;0;0;0
62151;82,51;0;0;0
62152;82,52;0;0;0
62153;82,53;0;0;0
62154;82,54;0;0;0
62155;82,55;0;0;0
62156;82,56;0;0;0
62157;82,57;0;0;0
62158;82,58;0;0;0
62159;82,59;0;0;0
62160;82,60;0;0;0
62161;82,61;0;0;0
62162;82,62;0;0;0
62163;82,63;0;0;0
62164;82,64;0;0;0
62165;82,65;0;0;0
62166;82,66;0;0;0
62167;82,67;0;0;0
62168;82,68;0;0;0
62169;82,69;0;0;0
62170;82,70;0;0;0
62171;82,71;0;0;0
62172;82,72;0;0;0
62173;82,73;0;0;0
62174;82,74;0;0;0
62175;82,75;0;0;0
62176;82,76;0;0;0
62177;82,77;0;0;0
62178;82,78;0;0;0
62179;82,79;0;0;0
62180;82,80;0;0;0
62181;82,81;0;0;0
62182;82,82;0;0;0
62183;82,83;0;0;0
62184;82,84;0;0;0
62185;82,85;0;0;0
62186;82,86;0;0;0
62187;82,87;0;0;0
62188;82,88;0;0;0
62189;82,89;0;0;0
62190;82,90;0;0;0
62191;82,91;0;0;0
62192;82,92;0;0;0
62193;82,93;0;0;0
62194;82,94;0;0;0
62195;82,95;0;0;0
62196;82,96;0;0;0
62197;82,97;0;0;0
62198;82,98;0;0;0
62199;82,99;0;0;0
62200;82,100;0;0;0
62201;82,101;0;0;0
62202;82,102;0;0;0
62203;82,103;0;0;0
62204;82,104;0;0;0
62205;82,105;0;0;0
62206;82,106;0;0;0
62207;82,107;0;0;0
62208;82,108;0;0;0
62209;82,109;0;0;0
62210;82,110;0;0;0
62211;82,111;0;0;0
62212;82,112;0;0;0
62213;82,113;0;0;0
62214;82,114;0;0;0
62215;82,115;0;0;0
62216;82,116;0;0;0
62217;82,117;0;0;0
62218;82,118;0;0;0
62219;82,119;0;0;0
62220;82,120;0;0;0
62221;82,121;0;0;0
62222;82,122;0;0;0
62223;82,123;0;0;0
62224;82,124;0;0;0
62225;82,125;0;0;0
62226;82,126;0;0;0
62227;82,127;0;0;0
62228;82,128;0;0;0
62229;82,129;0;0;0
62230;82,130;0;0;0
62231;82,131;0;0;0
62232;82,132;0;0;0
62233;82,133;0;0;0
62234;82,134;0;0;0
62235;82,135;0;0;0
62236;82,136;0;0;0
62237;82,137;0;0;0
62238;82,138;0;0;0
62239;82,139;0;0;0
62240;82,140;0;0;0
62241;82,141;0;0;0
62242;82,142;0;0;0
62243;82,143;0;0;0
62244;82,144;0;0;0
62245;82,145;0;0;0
62246;82,146;0;0;0
62247;82,147;0;0;0
62248;82,148;0;0;0
62249;82,149;0;0;0
62250;82,150;0;0;0
62251;82,151;0;0;0
62252;82,152;0;0;0
62253;82,153;0;0;0
62254;82,154;0;0;0
62255;82,155;0;0;0
62256;82,156;0;0;0
62257;82,157;0;0;0
62258;82,158;0;0;0
62259;82,159;0;0;0
62260;82,160;0;0;0
62261;82,161;0;0;0
62262;82,162;0;0;0
62263;82,163;0;0;0
62264;82,164;0;0;0
62265;82,165;0;0;0
62266;82,166;0;0;0
62267;82,167;0;0;0
62268;82,168;0;0;0
62269;82,169;0;0;0
62270;82,170;0;0;0
62271;82,171;0;0;0
62272;82,172;0;0;0
62273;82,173;0;0;0
62274;82,174;0;0;0
62275;82,175;0;0;0
62276;82,176;0;0;0
62277;82,177;0;0;0
62278;82,178;0;0;0
62279;82,179;0;0;0
62280;83,-179;0;0;0
62281;83,-178;0;0;0
62282;83,-177;0;0;0
62283;83,-176;0;0;0
62284;83,-175;0;0;0
62285;83,-174;0;0;0
62286;83,-173;0;0;0
62287;83,-172;0;0;0
62288;83,-171;0;0;0
62289;83,-170;0;0;0
62290;83,-169;0;0;0
62291;83,-168;0;0;0
62292;83,-167;0;0;0
62293;83,-166;0;0;0
62294;83,-165;0;0;0
62295;83,-164;0;0;0
62296;83,-163;0;0;0
62297;83,-162;0;0;0
62298;83,-161;0;0;0
62299;83,-160;0;0;0
62300;83,-159;0;0;0
62301;83,-158;0;0;0
62302;83,-157;0;0;0
62303;83,-156;0;0;0
62304;83,-155;0;0;0
62305;83,-154;0;0;0
62306;83,-153;0;0;0
62307;83,-152;0;0;0
62308;83,-151;0;0;0
62309;83,-150;0;0;0
62310;83,-149;0;0;0
62311;83,-148;0;0;0
62312;83,-147;0;0;0
62313;83,-146;0;0;0
62314;83,-145;0;0;0
62315;83,-144;0;0;0
62316;83,-143;0;0;0
62317;83,-142;0;0;0
62318;83,-141;0;0;0
62319;83,-140;0;0;0
62320;83,-139;0;0;0
62321;83,-138;0;0;0
62322;83,-137;0;0;0
62323;83,-136;0;0;0
62324;83,-135;0;0;0
62325;83,-134;0;0;0
62326;83,-133;0;0;0
62327;83,-132;0;0;0
62328;83,-131;0;0;0
62329;83,-130;0;0;0
62330;83,-129;0;0;0
62331;83,-128;0;0;0
62332;83,-127;0;0;0
62333;83,-126;0;0;0
62334;83,-125;0;0;0
62335;83,-124;0;0;0
62336;83,-123;0;0;0
62337;83,-122;0;0;0
62338;83,-121;0;0;0
62339;83,-120;0;0;0
62340;83,-119;0;0;0
62341;83,-118;0;0;0
62342;83,-117;0;0;0
62343;83,-116;0;0;0
62344;83,-115;0;0;0
62345;83,-114;0;0;0
62346;83,-113;0;0;0
62347;83,-112;0;0;0
62348;83,-111;0;0;0
62349;83,-110;0;0;0
62350;83,-109;0;0;0
62351;83,-108;0;0;0
62352;83,-107;0;0;0
62353;83,-106;0;0;0
62354;83,-105;0;0;0
62355;83,-104;0;0;0
62356;83,-103;0;0;0
62357;83,-102;0;0;0
62358;83,-101;0;0;0
62359;83,-100;0;0;0
62360;83,-99;0;0;0
62361;83,-98;0;0;0
62362;83,-97;0;0;0
62363;83,-96;0;0;0
62364;83,-95;0;0;0
62365;83,-94;0;0;0
62366;83,-93;0;0;0
62367;83,-92;0;0;0
62368;83,-91;0;0;0
62369;83,-90;0;0;0
62370;83,-89;0;0;0
62371;83,-88;0;0;0
62372;83,-87;0;0;0
62373;83,-86;0;0;0
62374;83,-85;0;0;0
62375;83,-84;0;0;0
62376;83,-83;0;0;0
62377;83,-82;0;0;0
62378;83,-81;0;0;0
62379;83,-80;0;0;0
62380;83,-79;0;0;0
62381;83,-78;0;0;0
62382;83,-77;0;0;0
62383;83,-76;0;0;0
62384;83,-75;0;0;0
62385;83,-74;0;0;0
62386;83,-73;0;0;0
62387;83,-72;0;0;0
62388;83,-71;0;0;0
62389;83,-70;0;0;0
62390;83,-69;0;0;0
62391;83,-68;0;0;0
62392;83,-67;0;0;0
62393;83,-66;0;0;0
62394;83,-65;0;0;0
62395;83,-64;0;0;0
62396;83,-63;0;0;0
62397;83,-62;0;0;0
62398;83,-61;0;0;0
62399;83,-60;0;0;0
62400;83,-59;0;0;0
62401;83,-58;0;0;0
62402;83,-57;0;0;0
62403;83,-56;0;0;0
62404;83,-55;0;0;0
62405;83,-54;0;0;0
62406;83,-53;0;0;0
62407;83,-52;0;0;0
62408;83,-51;0;0;0
62409;83,-50;0;0;0
62410;83,-49;0;0;0
62411;83,-48;0;0;0
62412;83,-47;0;0;0
62413;83,-46;0;0;0
62414;83,-45;0;0;0
62415;83,-44;0;0;0
62416;83,-43;0;0;0
62417;83,-42;0;0;0
62418;83,-41;0;0;0
62419;83,-40;0;0;0
62420;83,-39;0;0;0
62421;83,-38;0;0;0
62422;83,-37;0;0;0
62423;83,-36;0;0;0
62424;83,-35;0;0;0
62425;83,-34;0;0;0
62426;83,-33;0;0;0
62427;83,-32;0;0;0
62428;83,-31;0;0;0
62429;83,-30;0;0;0
62430;83,-29;0;0;0
62431;83,-28;0;0;0
62432;83,-27;0;0;0
62433;83,-26;0;0;0
62434;83,-25;0;0;0
62435;83,-24;0;0;0
62436;83,-23;0;0;0
62437;83,-22;0;0;0
62438;83,-21;0;0;0
62439;83,-20;0;0;0
62440;83,-19;0;0;0
62441;83,-18;0;0;0
62442;83,-17;0;0;0
62443;83,-16;0;0;0
62444;83,-15;0;0;0
62445;83,-14;0;0;0
62446;83,-13;0;0;0
62447;83,-12;0;0;0
62448;83,-11;0;0;0
62449;83,-10;0;0;0
62450;83,-9;0;0;0
62451;83,-8;0;0;0
62452;83,-7;0;0;0
62453;83,-6;0;0;0
62454;83,-5;0;0;0
62455;83,-4;0;0;0
62456;83,-3;0;0;0
62457;83,-2;0;0;0
62458;83,-1;0;0;0
62459;83,-0;0;0;0
62460;83,0;0;0;0
62461;83,1;0;0;0
62462;83,2;0;0;0
62463;83,3;0;0;0
62464;83,4;0;0;0
62465;83,5;0;0;0
62466;83,6;0;0;0
62467;83,7;0;0;0
62468;83,8;0;0;0
62469;83,9;0;0;0
62470;83,10;0;0;0
62471;83,11;0;0;0
62472;83,12;0;0;0
62473;83,13;0;0;0
62474;83,14;0;0;0
62475;83,15;0;0;0
62476;83,16;0;0;0
62477;83,17;0;0;0
62478;83,18;0;0;0
62479;83,19;0;0;0
62480;83,20;0;0;0
62481;83,21;0;0;0
62482;83,22;0;0;0
62483;83,23;0;0;0
62484;83,24;0;0;0
62485;83,25;0;0;0
62486;83,26;0;0;0
62487;83,27;0;0;0
62488;83,28;0;0;0
62489;83,29;0;0;0
62490;83,30;0;0;0
62491;83,31;0;0;0
62492;83,32;0;0;0
62493;83,33;0;0;0
62494;83,34;0;0;0
62495;83,35;0;0;0
62496;83,36;0;0;0
62497;83,37;0;0;0
62498;83,38;0;0;0
62499;83,39;0;0;0
62500;83,40;0;0;0
62501;83,41;0;0;0
62502;83,42;0;0;0
62503;83,43;0;0;0
62504;83,44;0;0;0
62505;83,45;0;0;0
62506;83,46;0;0;0
62507;83,47;0;0;0
62508;83,48;0;0;0
62509;83,49;0;0;0
62510;83,50;0;0;0
62511;83,51;0;0;0
62512;83,52;0;0;0
62513;83,53;0;0;0
62514;83,54;0;0;0
62515;83,55;0;0;0
62516;83,56;0;0;0
62517;83,57;0;0;0
62518;83,58;0;0;0
62519;83,59;0;0;0
62520;83,60;0;0;0
62521;83,61;0;0;0
62522;83,62;0;0;0
62523;83,63;0;0;0
62524;83,64;0;0;0
62525;83,65;0;0;0
62526;83,66;0;0;0
62527;83,67;0;0;0
62528;83,68;0;0;0
62529;83,69;0;0;0
62530;83,70;0;0;0
62531;83,71;0;0;0
62532;83,72;0;0;0
62533;83,73;0;0;0
62534;83,74;0;0;0
62535;83,75;0;0;0
62536;83,76;0;0;0
62537;83,77;0;0;0
62538;83,78;0;0;0
62539;83,79;0;0;0
62540;83,80;0;0;0
62541;83,81;0;0;0
62542;83,82;0;0;0
62543;83,83;0;0;0
62544;83,84;0;0;0
62545;83,85;0;0;0
62546;83,86;0;0;0
62547;83,87;0;0;0
62548;83,88;0;0;0
62549;83,89;0;0;0
62550;83,90;0;0;0
62551;83,91;0;0;0
62552;83,92;0;0;0
62553;83,93;0;0;0
62554;83,94;0;0;0
62555;83,95;0;0;0
62556;83,96;0;0;0
62557;83,97;0;0;0
62558;83,98;0;0;0
62559;83,99;0;0;0
62560;83,100;0;0;0
62561;83,101;0;0;0
62562;83,102;0;0;0
62563;83,103;0;0;0
62564;83,104;0;0;0
62565;83,105;0;0;0
62566;83,106;0;0;0
