"","coordenadas","RECENCIA","FRECUENCIA","MAGNITUD","Segmento"
"22987","-48,90",0,0,0,8
"22988","-48,91",0,0,0,8
"22989","-48,92",0,0,0,8
"22990","-48,93",0,0,0,8
"22991","-48,94",0,0,0,8
"22992","-48,95",0,0,0,8
"22993","-48,96",0,0,0,8
"22994","-48,97",0,0,0,8
"22995","-48,98",0,0,0,8
"22996","-48,99",0,0,0,8
"22997","-49,-0",0,0,0,8
"22998","-49,-1",0,0,0,8
"22999","-49,-100",0,0,0,8
"23000","-49,-101",0,0,0,8
"23001","-49,-102",0,0,0,8
"23002","-49,-103",0,0,0,8
"23003","-49,-104",0,0,0,8
"23004","-49,-105",0,0,0,8
"23005","-49,-106",0,0,0,8
"23006","-49,-107",0,0,0,8
"23007","-49,-108",0,0,0,8
"23008","-49,-109",0,0,0,8
"23009","-49,-11",0,0,0,8
"23010","-49,-110",0,0,0,8
"23011","-49,-111",0,0,0,8
"23012","-49,-112",0,0,0,8
"23013","-49,-117",0,0,0,8
"23014","-49,-118",0,0,0,8
"23015","-49,-119",0,0,0,8
"23016","-49,-12",0,0,0,8
"23017","-49,-120",0,0,0,8
"23018","-49,-121",0,0,0,8
"23019","-49,-122",0,0,0,8
"23020","-49,-123",0,0,0,8
"23021","-49,-124",0,0,0,8
"23022","-49,-125",0,0,0,8
"23023","-49,-126",0,0,0,8
"23024","-49,-127",0,0,0,8
"23025","-49,-128",0,0,0,8
"23026","-49,-129",0,0,0,8
"23027","-49,-13",0,0,0,8
"23028","-49,-130",0,0,0,8
"23029","-49,-131",0,0,0,8
"23030","-49,-132",0,0,0,8
"23031","-49,-133",0,0,0,8
"23032","-49,-134",0,0,0,8
"23033","-49,-135",0,0,0,8
"23034","-49,-136",0,0,0,8
"23035","-49,-137",0,0,0,8
"23036","-49,-138",0,0,0,8
"23037","-49,-139",0,0,0,8
"23038","-49,-14",0,0,0,8
"23039","-49,-140",0,0,0,8
"23040","-49,-141",0,0,0,8
"23041","-49,-142",0,0,0,8
"23042","-49,-143",0,0,0,8
"23043","-49,-144",0,0,0,8
"23044","-49,-145",0,0,0,8
"23045","-49,-146",0,0,0,8
"23046","-49,-147",0,0,0,8
"23047","-49,-148",0,0,0,8
"23048","-49,-149",0,0,0,8
"23049","-49,-15",0,0,0,8
"23050","-49,-150",0,0,0,8
"23051","-49,-151",0,0,0,8
"23052","-49,-152",0,0,0,8
"23053","-49,-153",0,0,0,8
"23054","-49,-154",0,0,0,8
"23055","-49,-155",0,0,0,8
"23056","-49,-156",0,0,0,8
"23057","-49,-157",0,0,0,8
"23058","-49,-158",0,0,0,8
"23059","-49,-159",0,0,0,8
"23060","-49,-16",0,0,0,8
"23061","-49,-160",0,0,0,8
"23062","-49,-161",0,0,0,8
"23063","-49,-162",0,0,0,8
"23064","-49,-163",0,0,0,8
"23065","-49,-164",0,0,0,8
"23066","-49,-165",0,0,0,8
"23067","-49,-166",0,0,0,8
"23068","-49,-167",0,0,0,8
"23069","-49,-168",0,0,0,8
"23070","-49,-169",0,0,0,8
"23071","-49,-17",0,0,0,8
"23072","-49,-170",0,0,0,8
"23073","-49,-171",0,0,0,8
"23074","-49,-172",0,0,0,8
"23075","-49,-173",0,0,0,8
"23076","-49,-174",0,0,0,8
"23077","-49,-175",0,0,0,8
"23078","-49,-176",0,0,0,8
"23079","-49,-177",0,0,0,8
"23080","-49,-178",0,0,0,8
"23081","-49,-179",0,0,0,8
"23082","-49,-18",0,0,0,8
"23083","-49,-19",0,0,0,8
"23084","-49,-2",0,0,0,8
"23085","-49,-20",0,0,0,8
"23086","-49,-21",0,0,0,8
"23087","-49,-22",0,0,0,8
"23088","-49,-23",0,0,0,8
"23089","-49,-24",0,0,0,8
"23090","-49,-25",0,0,0,8
"23091","-49,-26",0,0,0,8
"23092","-49,-27",0,0,0,8
"23093","-49,-28",0,0,0,8
"23094","-49,-29",0,0,0,8
"23095","-49,-3",0,0,0,8
"23096","-49,-30",0,0,0,8
"23097","-49,-31",0,0,0,8
"23098","-49,-32",0,0,0,8
"23099","-49,-33",0,0,0,8
"23100","-49,-34",0,0,0,8
"23101","-49,-35",0,0,0,8
"23102","-49,-36",0,0,0,8
"23103","-49,-37",0,0,0,8
"23104","-49,-38",0,0,0,8
"23105","-49,-39",0,0,0,8
"23106","-49,-4",0,0,0,8
"23107","-49,-40",0,0,0,8
"23108","-49,-41",0,0,0,8
"23109","-49,-42",0,0,0,8
"23110","-49,-43",0,0,0,8
"23111","-49,-44",0,0,0,8
"23112","-49,-45",0,0,0,8
"23113","-49,-46",0,0,0,8
"23114","-49,-47",0,0,0,8
"23115","-49,-48",0,0,0,8
"23116","-49,-49",0,0,0,8
"23117","-49,-5",0,0,0,8
"23118","-49,-50",0,0,0,8
"23119","-49,-51",0,0,0,8
"23120","-49,-52",0,0,0,8
"23121","-49,-53",0,0,0,8
"23122","-49,-54",0,0,0,8
"23123","-49,-55",0,0,0,8
"23124","-49,-56",0,0,0,8
"23125","-49,-57",0,0,0,8
"23126","-49,-58",0,0,0,8
"23127","-49,-59",0,0,0,8
"23128","-49,-6",0,0,0,8
"23129","-49,-60",0,0,0,8
"23130","-49,-61",0,0,0,8
"23131","-49,-62",0,0,0,8
"23132","-49,-63",0,0,0,8
"23133","-49,-64",0,0,0,8
"23134","-49,-65",0,0,0,8
"23135","-49,-66",0,0,0,8
"23136","-49,-67",0,0,0,8
"23137","-49,-68",0,0,0,8
"23138","-49,-69",0,0,0,8
"23139","-49,-70",0,0,0,8
"23140","-49,-71",0,0,0,8
"23141","-49,-72",0,0,0,8
"23142","-49,-73",0,0,0,8
"23143","-49,-74",0,0,0,8
"23144","-49,-75",0,0,0,8
"23145","-49,-76",0,0,0,8
"23146","-49,-77",0,0,0,8
"23147","-49,-78",0,0,0,8
"23148","-49,-79",0,0,0,8
"23149","-49,-80",0,0,0,8
"23150","-49,-81",0,0,0,8
"23151","-49,-82",0,0,0,8
"23152","-49,-83",0,0,0,8
"23153","-49,-84",0,0,0,8
"23154","-49,-85",0,0,0,8
"23155","-49,-86",0,0,0,8
"23156","-49,-87",0,0,0,8
"23157","-49,-88",0,0,0,8
"23158","-49,-89",0,0,0,8
"23159","-49,-9",0,0,0,8
"23160","-49,-90",0,0,0,8
"23161","-49,-91",0,0,0,8
"23162","-49,-92",0,0,0,8
"23163","-49,-93",0,0,0,8
"23164","-49,-94",0,0,0,8
"23165","-49,-95",0,0,0,8
"23166","-49,-96",0,0,0,8
"23167","-49,-97",0,0,0,8
"23168","-49,-98",0,0,0,8
"23169","-49,-99",0,0,0,8
"23170","-49,0",0,0,0,8
"23171","-49,1",0,0,0,8
"23172","-49,10",0,0,0,8
"23173","-49,100",0,0,0,8
"23174","-49,101",0,0,0,8
"23175","-49,102",0,0,0,8
"23176","-49,103",0,0,0,8
"23177","-49,104",0,0,0,8
"23178","-49,105",0,0,0,8
"23179","-49,107",0,0,0,8
"23180","-49,109",0,0,0,8
"23181","-49,11",0,0,0,8
"23182","-49,110",0,0,0,8
"23183","-49,111",0,0,0,8
"23184","-49,112",0,0,0,8
"23185","-49,114",0,0,0,8
"23186","-49,115",0,0,0,8
"23187","-49,118",0,0,0,8
"23188","-49,119",0,0,0,8
"23189","-49,12",0,0,0,8
"23190","-49,128",0,0,0,8
"23191","-49,129",0,0,0,8
"23192","-49,13",0,0,0,8
"23193","-49,130",0,0,0,8
"23194","-49,131",0,0,0,8
"23195","-49,132",0,0,0,8
"23196","-49,133",0,0,0,8
"23197","-49,134",0,0,0,8
"23198","-49,135",0,0,0,8
"23199","-49,136",0,0,0,8
"23200","-49,137",0,0,0,8
"23201","-49,138",0,0,0,8
"23202","-49,139",0,0,0,8
"23203","-49,14",0,0,0,8
"23204","-49,140",0,0,0,8
"23205","-49,141",0,0,0,8
"23206","-49,142",0,0,0,8
"23207","-49,143",0,0,0,8
"23208","-49,144",0,0,0,8
"23209","-49,145",0,0,0,8
"23210","-49,146",0,0,0,8
"23211","-49,147",0,0,0,8
"23212","-49,149",0,0,0,8
"23213","-49,15",0,0,0,8
"23214","-49,150",0,0,0,8
"23215","-49,151",0,0,0,8
"23216","-49,152",0,0,0,8
"23217","-49,153",0,0,0,8
"23218","-49,154",0,0,0,8
"23219","-49,155",0,0,0,8
"23220","-49,156",0,0,0,8
"23221","-49,157",0,0,0,8
"23222","-49,158",0,0,0,8
"23223","-49,159",0,0,0,8
"23224","-49,16",0,0,0,8
"23225","-49,160",0,0,0,8
"23226","-49,166",0,0,0,8
"23227","-49,167",0,0,0,8
"23228","-49,168",0,0,0,8
"23229","-49,169",0,0,0,8
"23230","-49,17",0,0,0,8
"23231","-49,170",0,0,0,8
"23232","-49,171",0,0,0,8
"23233","-49,172",0,0,0,8
"23234","-49,173",0,0,0,8
"23235","-49,174",0,0,0,8
"23236","-49,176",0,0,0,8
"23237","-49,177",0,0,0,8
"23238","-49,178",0,0,0,8
"23239","-49,179",0,0,0,8
"23240","-49,18",0,0,0,8
"23241","-49,19",0,0,0,8
"23242","-49,2",0,0,0,8
"23243","-49,20",0,0,0,8
"23244","-49,21",0,0,0,8
"23245","-49,22",0,0,0,8
"23246","-49,23",0,0,0,8
"23247","-49,24",0,0,0,8
"23248","-49,25",0,0,0,8
"23249","-49,26",0,0,0,8
"23250","-49,27",0,0,0,8
"23251","-49,28",0,0,0,8
"23252","-49,29",0,0,0,8
"23253","-49,3",0,0,0,8
"23254","-49,31",0,0,0,8
"23255","-49,32",0,0,0,8
"23256","-49,33",0,0,0,8
"23257","-49,34",0,0,0,8
"23258","-49,35",0,0,0,8
"23259","-49,36",0,0,0,8
"23260","-49,37",0,0,0,8
"23261","-49,38",0,0,0,8
"23262","-49,39",0,0,0,8
"23263","-49,4",0,0,0,8
"23264","-49,40",0,0,0,8
"23265","-49,41",0,0,0,8
"23266","-49,42",0,0,0,8
"23267","-49,43",0,0,0,8
"23268","-49,44",0,0,0,8
"23269","-49,45",0,0,0,8
"23270","-49,46",0,0,0,8
"23271","-49,47",0,0,0,8
"23272","-49,48",0,0,0,8
"23273","-49,49",0,0,0,8
"23274","-49,5",0,0,0,8
"23275","-49,50",0,0,0,8
"23276","-49,51",0,0,0,8
"23277","-49,52",0,0,0,8
"23278","-49,53",0,0,0,8
"23279","-49,54",0,0,0,8
"23280","-49,55",0,0,0,8
"23281","-49,56",0,0,0,8
"23282","-49,57",0,0,0,8
"23283","-49,58",0,0,0,8
"23284","-49,59",0,0,0,8
"23285","-49,6",0,0,0,8
"23286","-49,60",0,0,0,8
"23287","-49,61",0,0,0,8
"23288","-49,62",0,0,0,8
"23289","-49,63",0,0,0,8
"23290","-49,64",0,0,0,8
"23291","-49,65",0,0,0,8
"23292","-49,66",0,0,0,8
"23293","-49,67",0,0,0,8
"23294","-49,7",0,0,0,8
"23295","-49,70",0,0,0,8
"23296","-49,71",0,0,0,8
"23297","-49,72",0,0,0,8
"23298","-49,73",0,0,0,8
"23299","-49,74",0,0,0,8
"23300","-49,75",0,0,0,8
"23301","-49,76",0,0,0,8
"23302","-49,77",0,0,0,8
"23303","-49,78",0,0,0,8
"23304","-49,79",0,0,0,8
"23305","-49,8",0,0,0,8
"23306","-49,80",0,0,0,8
"23307","-49,81",0,0,0,8
"23308","-49,82",0,0,0,8
"23309","-49,83",0,0,0,8
"23310","-49,84",0,0,0,8
"23311","-49,85",0,0,0,8
"23312","-49,86",0,0,0,8
"23313","-49,87",0,0,0,8
"23314","-49,88",0,0,0,8
"23315","-49,89",0,0,0,8
"23316","-49,9",0,0,0,8
"23317","-49,90",0,0,0,8
"23318","-49,91",0,0,0,8
"23319","-49,92",0,0,0,8
"23320","-49,93",0,0,0,8
"23321","-49,94",0,0,0,8
"23322","-49,95",0,0,0,8
"23323","-49,96",0,0,0,8
"23324","-49,97",0,0,0,8
"23325","-49,98",0,0,0,8
"23326","-49,99",0,0,0,8
"23327","-5,-0",0,0,0,8
"23328","-5,-1",0,0,0,8
"23329","-5,-10",0,0,0,8
"23330","-5,-100",0,0,0,8
"23331","-5,-101",0,0,0,8
"23332","-5,-102",0,0,0,8
"23333","-5,-103",0,0,0,8
"23334","-5,-104",0,0,0,8
"23335","-5,-107",0,0,0,8
"23336","-5,-108",0,0,0,8
"23337","-5,-110",0,0,0,8
"23338","-5,-111",0,0,0,8
"23339","-5,-112",0,0,0,8
"23340","-5,-113",0,0,0,8
"23341","-5,-114",0,0,0,8
"23342","-5,-115",0,0,0,8
"23343","-5,-116",0,0,0,8
"23344","-5,-117",0,0,0,8
"23345","-5,-118",0,0,0,8
"23346","-5,-119",0,0,0,8
"23347","-5,-12",0,0,0,8
"23348","-5,-120",0,0,0,8
"23349","-5,-121",0,0,0,8
"23350","-5,-122",0,0,0,8
"23351","-5,-123",0,0,0,8
"23352","-5,-124",0,0,0,8
"23353","-5,-125",0,0,0,8
"23354","-5,-126",0,0,0,8
"23355","-5,-127",0,0,0,8
"23356","-5,-128",0,0,0,8
"23357","-5,-129",0,0,0,8
"23358","-5,-13",0,0,0,8
"23359","-5,-130",0,0,0,8
"23360","-5,-131",0,0,0,8
"23361","-5,-132",0,0,0,8
"23362","-5,-133",0,0,0,8
"23363","-5,-134",0,0,0,8
"23364","-5,-135",0,0,0,8
"23365","-5,-136",0,0,0,8
"23366","-5,-137",0,0,0,8
"23367","-5,-138",0,0,0,8
"23368","-5,-139",0,0,0,8
"23369","-5,-14",0,0,0,8
"23370","-5,-140",0,0,0,8
"23371","-5,-141",0,0,0,8
"23372","-5,-142",0,0,0,8
"23373","-5,-143",0,0,0,8
"23374","-5,-144",0,0,0,8
"23375","-5,-145",0,0,0,8
"23376","-5,-146",0,0,0,8
"23377","-5,-147",0,0,0,8
"23378","-5,-148",0,0,0,8
"23379","-5,-149",0,0,0,8
"23380","-5,-15",0,0,0,8
"23381","-5,-150",0,0,0,8
"23382","-5,-151",0,0,0,8
"23383","-5,-152",0,0,0,8
"23384","-5,-153",0,0,0,8
"23385","-5,-154",0,0,0,8
"23386","-5,-155",0,0,0,8
"23387","-5,-156",0,0,0,8
"23388","-5,-157",0,0,0,8
"23389","-5,-158",0,0,0,8
"23390","-5,-159",0,0,0,8
"23391","-5,-16",0,0,0,8
"23392","-5,-160",0,0,0,8
"23393","-5,-161",0,0,0,8
"23394","-5,-162",0,0,0,8
"23395","-5,-163",0,0,0,8
"23396","-5,-164",0,0,0,8
"23397","-5,-165",0,0,0,8
"23398","-5,-166",0,0,0,8
"23399","-5,-167",0,0,0,8
"23400","-5,-168",0,0,0,8
"23401","-5,-169",0,0,0,8
"23402","-5,-17",0,0,0,8
"23403","-5,-170",0,0,0,8
"23404","-5,-171",0,0,0,8
"23405","-5,-172",0,0,0,8
"23406","-5,-173",0,0,0,8
"23407","-5,-174",0,0,0,8
"23408","-5,-175",0,0,0,8
"23409","-5,-176",0,0,0,8
"23410","-5,-177",0,0,0,8
"23411","-5,-178",0,0,0,8
"23412","-5,-179",0,0,0,8
"23413","-5,-18",0,0,0,8
"23414","-5,-19",0,0,0,8
"23415","-5,-2",0,0,0,8
"23416","-5,-20",0,0,0,8
"23417","-5,-21",0,0,0,8
"23418","-5,-22",0,0,0,8
"23419","-5,-23",0,0,0,8
"23420","-5,-24",0,0,0,8
"23421","-5,-25",0,0,0,8
"23422","-5,-26",0,0,0,8
"23423","-5,-27",0,0,0,8
"23424","-5,-28",0,0,0,8
"23425","-5,-29",0,0,0,8
"23426","-5,-3",0,0,0,8
"23427","-5,-30",0,0,0,8
"23428","-5,-31",0,0,0,8
"23429","-5,-32",0,0,0,8
"23430","-5,-33",0,0,0,8
"23431","-5,-34",0,0,0,8
"23432","-5,-35",0,0,0,8
"23433","-5,-36",0,0,0,8
"23434","-5,-37",0,0,0,8
"23435","-5,-38",0,0,0,8
"23436","-5,-39",0,0,0,8
"23437","-5,-4",0,0,0,8
"23438","-5,-40",0,0,0,8
"23439","-5,-41",0,0,0,8
"23440","-5,-42",0,0,0,8
"23441","-5,-43",0,0,0,8
"23442","-5,-44",0,0,0,8
"23443","-5,-45",0,0,0,8
"23444","-5,-46",0,0,0,8
"23445","-5,-47",0,0,0,8
"23446","-5,-48",0,0,0,8
"23447","-5,-49",0,0,0,8
"23448","-5,-5",0,0,0,8
"23449","-5,-50",0,0,0,8
"23450","-5,-51",0,0,0,8
"23451","-5,-52",0,0,0,8
"23452","-5,-53",0,0,0,8
"23453","-5,-54",0,0,0,8
"23454","-5,-55",0,0,0,8
"23455","-5,-56",0,0,0,8
"23456","-5,-57",0,0,0,8
"23457","-5,-58",0,0,0,8
"23458","-5,-59",0,0,0,8
"23459","-5,-6",0,0,0,8
"23460","-5,-60",0,0,0,8
"23461","-5,-61",0,0,0,8
"23462","-5,-62",0,0,0,8
"23463","-5,-63",0,0,0,8
"23464","-5,-64",0,0,0,8
"23465","-5,-65",0,0,0,8
"23466","-5,-66",0,0,0,8
"23467","-5,-67",0,0,0,8
"23468","-5,-68",0,0,0,8
"23469","-5,-69",0,0,0,8
"23470","-5,-7",0,0,0,8
"23471","-5,-70",0,0,0,8
"23472","-5,-71",0,0,0,8
"23473","-5,-72",0,0,0,8
"23474","-5,-73",0,0,0,8
"23475","-5,-8",0,0,0,8
"23476","-5,-82",0,0,0,8
"23477","-5,-83",0,0,0,8
"23478","-5,-84",0,0,0,8
"23479","-5,-85",0,0,0,8
"23480","-5,-86",0,0,0,8
"23481","-5,-87",0,0,0,8
"23482","-5,-88",0,0,0,8
"23483","-5,-89",0,0,0,8
"23484","-5,-9",0,0,0,8
"23485","-5,-90",0,0,0,8
"23486","-5,-91",0,0,0,8
"23487","-5,-92",0,0,0,8
"23488","-5,-93",0,0,0,8
"23489","-5,-94",0,0,0,8
"23490","-5,-95",0,0,0,8
"23491","-5,-96",0,0,0,8
"23492","-5,-97",0,0,0,8
"23493","-5,-98",0,0,0,8
"23494","-5,-99",0,0,0,8
"23495","-5,0",0,0,0,8
"23496","-5,1",0,0,0,8
"23497","-5,10",0,0,0,8
"23498","-5,11",0,0,0,8
"23499","-5,113",0,0,0,8
"23500","-5,114",0,0,0,8
"23501","-5,115",0,0,0,8
"23502","-5,117",0,0,0,8
"23503","-5,119",0,0,0,8
"23504","-5,12",0,0,0,8
"23505","-5,121",0,0,0,8
"23506","-5,13",0,0,0,8
"23507","-5,135",0,0,0,8
"23508","-5,136",0,0,0,8
"23509","-5,137",0,0,0,8
"23510","-5,138",0,0,0,8
"23511","-5,14",0,0,0,8
"23512","-5,15",0,0,0,8
"23513","-5,156",0,0,0,8
"23514","-5,157",0,0,0,8
"23515","-5,158",0,0,0,8
"23516","-5,159",0,0,0,8
"23517","-5,16",0,0,0,8
"23518","-5,160",0,0,0,8
"23519","-5,161",0,0,0,8
"23520","-5,162",0,0,0,8
"23521","-5,163",0,0,0,8
"23522","-5,164",0,0,0,8
"23523","-5,165",0,0,0,8
"23524","-5,166",0,0,0,8
"23525","-5,167",0,0,0,8
"23526","-5,168",0,0,0,8
"23527","-5,169",0,0,0,8
"23528","-5,17",0,0,0,8
"23529","-5,170",0,0,0,8
"23530","-5,171",0,0,0,8
"23531","-5,172",0,0,0,8
"23532","-5,173",0,0,0,8
"23533","-5,174",0,0,0,8
"23534","-5,175",0,0,0,8
"23535","-5,176",0,0,0,8
"23536","-5,177",0,0,0,8
"23537","-5,178",0,0,0,8
"23538","-5,179",0,0,0,8
"23539","-5,18",0,0,0,8
"23540","-5,19",0,0,0,8
"23541","-5,2",0,0,0,8
"23542","-5,20",0,0,0,8
"23543","-5,21",0,0,0,8
"23544","-5,22",0,0,0,8
"23545","-5,23",0,0,0,8
"23546","-5,24",0,0,0,8
"23547","-5,25",0,0,0,8
"23548","-5,26",0,0,0,8
"23549","-5,27",0,0,0,8
"23550","-5,28",0,0,0,8
"23551","-5,3",0,0,0,8
"23552","-5,31",0,0,0,8
"23553","-5,32",0,0,0,8
"23554","-5,33",0,0,0,8
"23555","-5,37",0,0,0,8
"23556","-5,38",0,0,0,8
"23557","-5,39",0,0,0,8
"23558","-5,4",0,0,0,8
"23559","-5,40",0,0,0,8
"23560","-5,41",0,0,0,8
"23561","-5,42",0,0,0,8
"23562","-5,43",0,0,0,8
"23563","-5,44",0,0,0,8
"23564","-5,45",0,0,0,8
"23565","-5,46",0,0,0,8
"23566","-5,47",0,0,0,8
"23567","-5,48",0,0,0,8
"23568","-5,49",0,0,0,8
"23569","-5,5",0,0,0,8
"23570","-5,50",0,0,0,8
"23571","-5,51",0,0,0,8
"23572","-5,52",0,0,0,8
"23573","-5,53",0,0,0,8
"23574","-5,54",0,0,0,8
"23575","-5,55",0,0,0,8
"23576","-5,56",0,0,0,8
"23577","-5,57",0,0,0,8
"23578","-5,58",0,0,0,8
"23579","-5,59",0,0,0,8
"23580","-5,6",0,0,0,8
"23581","-5,60",0,0,0,8
"23582","-5,61",0,0,0,8
"23583","-5,62",0,0,0,8
"23584","-5,63",0,0,0,8
"23585","-5,64",0,0,0,8
"23586","-5,65",0,0,0,8
"23587","-5,66",0,0,0,8
"23588","-5,67",0,0,0,8
"23589","-5,69",0,0,0,8
"23590","-5,7",0,0,0,8
"23591","-5,70",0,0,0,8
"23592","-5,71",0,0,0,8
"23593","-5,72",0,0,0,8
"23594","-5,73",0,0,0,8
"23595","-5,74",0,0,0,8
"23596","-5,75",0,0,0,8
"23597","-5,76",0,0,0,8
"23598","-5,77",0,0,0,8
"23599","-5,78",0,0,0,8
"23600","-5,79",0,0,0,8
"23601","-5,8",0,0,0,8
"23602","-5,80",0,0,0,8
"23603","-5,81",0,0,0,8
"23604","-5,82",0,0,0,8
"23605","-5,83",0,0,0,8
"23606","-5,84",0,0,0,8
"23607","-5,85",0,0,0,8
"23608","-5,86",0,0,0,8
"23609","-5,87",0,0,0,8
"23610","-5,88",0,0,0,8
"23611","-5,89",0,0,0,8
"23612","-5,9",0,0,0,8
"23613","-5,90",0,0,0,8
"23614","-5,91",0,0,0,8
"23615","-5,92",0,0,0,8
"23616","-5,93",0,0,0,8
"23617","-5,94",0,0,0,8
"23618","-5,95",0,0,0,8
"23619","-5,96",0,0,0,8
"23620","-5,98",0,0,0,8
"23621","-50,-0",0,0,0,8
"23622","-50,-1",0,0,0,8
"23623","-50,-10",0,0,0,8
"23624","-50,-100",0,0,0,8
"23625","-50,-101",0,0,0,8
"23626","-50,-102",0,0,0,8
"23627","-50,-103",0,0,0,8
"23628","-50,-104",0,0,0,8
"23629","-50,-105",0,0,0,8
"23630","-50,-106",0,0,0,8
"23631","-50,-107",0,0,0,8
"23632","-50,-108",0,0,0,8
"23633","-50,-109",0,0,0,8
"23634","-50,-11",0,0,0,8
"23635","-50,-110",0,0,0,8
"23636","-50,-111",0,0,0,8
"23637","-50,-112",0,0,0,8
"23638","-50,-115",0,0,0,8
"23639","-50,-116",0,0,0,8
"23640","-50,-117",0,0,0,8
"23641","-50,-118",0,0,0,8
"23642","-50,-119",0,0,0,8
"23643","-50,-12",0,0,0,8
"23644","-50,-120",0,0,0,8
"23645","-50,-121",0,0,0,8
"23646","-50,-122",0,0,0,8
"23647","-50,-123",0,0,0,8
"23648","-50,-124",0,0,0,8
"23649","-50,-125",0,0,0,8
"23650","-50,-126",0,0,0,8
"23651","-50,-127",0,0,0,8
"23652","-50,-128",0,0,0,8
"23653","-50,-129",0,0,0,8
"23654","-50,-13",0,0,0,8
"23655","-50,-130",0,0,0,8
"23656","-50,-131",0,0,0,8
"23657","-50,-132",0,0,0,8
"23658","-50,-133",0,0,0,8
"23659","-50,-134",0,0,0,8
"23660","-50,-135",0,0,0,8
"23661","-50,-136",0,0,0,8
"23662","-50,-137",0,0,0,8
"23663","-50,-138",0,0,0,8
"23664","-50,-139",0,0,0,8
"23665","-50,-14",0,0,0,8
"23666","-50,-140",0,0,0,8
"23667","-50,-141",0,0,0,8
"23668","-50,-142",0,0,0,8
"23669","-50,-143",0,0,0,8
"23670","-50,-144",0,0,0,8
"23671","-50,-145",0,0,0,8
"23672","-50,-146",0,0,0,8
"23673","-50,-147",0,0,0,8
"23674","-50,-148",0,0,0,8
"23675","-50,-149",0,0,0,8
"23676","-50,-15",0,0,0,8
"23677","-50,-150",0,0,0,8
"23678","-50,-151",0,0,0,8
"23679","-50,-152",0,0,0,8
"23680","-50,-153",0,0,0,8
"23681","-50,-154",0,0,0,8
"23682","-50,-155",0,0,0,8
"23683","-50,-156",0,0,0,8
"23684","-50,-157",0,0,0,8
"23685","-50,-158",0,0,0,8
"23686","-50,-159",0,0,0,8
"23687","-50,-16",0,0,0,8
"23688","-50,-160",0,0,0,8
"23689","-50,-161",0,0,0,8
"23690","-50,-162",0,0,0,8
"23691","-50,-163",0,0,0,8
"23692","-50,-164",0,0,0,8
"23693","-50,-165",0,0,0,8
"23694","-50,-166",0,0,0,8
"23695","-50,-167",0,0,0,8
"23696","-50,-168",0,0,0,8
"23697","-50,-169",0,0,0,8
"23698","-50,-17",0,0,0,8
"23699","-50,-170",0,0,0,8
"23700","-50,-171",0,0,0,8
"23701","-50,-172",0,0,0,8
"23702","-50,-173",0,0,0,8
"23703","-50,-174",0,0,0,8
"23704","-50,-175",0,0,0,8
"23705","-50,-176",0,0,0,8
"23706","-50,-177",0,0,0,8
"23707","-50,-178",0,0,0,8
"23708","-50,-179",0,0,0,8
"23709","-50,-18",0,0,0,8
"23710","-50,-19",0,0,0,8
"23711","-50,-2",0,0,0,8
"23712","-50,-20",0,0,0,8
"23713","-50,-21",0,0,0,8
"23714","-50,-22",0,0,0,8
"23715","-50,-23",0,0,0,8
"23716","-50,-24",0,0,0,8
"23717","-50,-25",0,0,0,8
"23718","-50,-26",0,0,0,8
"23719","-50,-27",0,0,0,8
"23720","-50,-28",0,0,0,8
"23721","-50,-29",0,0,0,8
"23722","-50,-3",0,0,0,8
"23723","-50,-30",0,0,0,8
"23724","-50,-31",0,0,0,8
"23725","-50,-32",0,0,0,8
"23726","-50,-33",0,0,0,8
"23727","-50,-34",0,0,0,8
"23728","-50,-35",0,0,0,8
"23729","-50,-36",0,0,0,8
"23730","-50,-37",0,0,0,8
"23731","-50,-38",0,0,0,8
"23732","-50,-39",0,0,0,8
"23733","-50,-4",0,0,0,8
"23734","-50,-40",0,0,0,8
"23735","-50,-41",0,0,0,8
"23736","-50,-42",0,0,0,8
"23737","-50,-43",0,0,0,8
"23738","-50,-44",0,0,0,8
"23739","-50,-45",0,0,0,8
"23740","-50,-46",0,0,0,8
"23741","-50,-47",0,0,0,8
"23742","-50,-48",0,0,0,8
"23743","-50,-49",0,0,0,8
"23744","-50,-5",0,0,0,8
"23745","-50,-50",0,0,0,8
"23746","-50,-51",0,0,0,8
"23747","-50,-52",0,0,0,8
"23748","-50,-53",0,0,0,8
"23749","-50,-54",0,0,0,8
"23750","-50,-55",0,0,0,8
"23751","-50,-56",0,0,0,8
"23752","-50,-57",0,0,0,8
"23753","-50,-58",0,0,0,8
"23754","-50,-59",0,0,0,8
"23755","-50,-60",0,0,0,8
"23756","-50,-61",0,0,0,8
"23757","-50,-62",0,0,0,8
"23758","-50,-63",0,0,0,8
"23759","-50,-64",0,0,0,8
"23760","-50,-65",0,0,0,8
"23761","-50,-66",0,0,0,8
"23762","-50,-67",0,0,0,8
"23763","-50,-68",0,0,0,8
"23764","-50,-69",0,0,0,8
"23765","-50,-70",0,0,0,8
"23766","-50,-71",0,0,0,8
"23767","-50,-73",0,0,0,8
"23768","-50,-74",0,0,0,8
"23769","-50,-75",0,0,0,8
"23770","-50,-76",0,0,0,8
"23771","-50,-77",0,0,0,8
"23772","-50,-78",0,0,0,8
"23773","-50,-79",0,0,0,8
"23774","-50,-8",0,0,0,8
"23775","-50,-80",0,0,0,8
"23776","-50,-81",0,0,0,8
"23777","-50,-82",0,0,0,8
